President;Date;Approve;Disapprove;Inaug;Days
Clinton;2/22/1998;65;29;1/20/93;1859
Clinton;2/15/1998;66;29;1/20/93;1852
Clinton;02/01/1998;68;28;1/20/93;1838
Clinton;1/28/1998;66;27;1/20/93;1834
Clinton;1/26/1998;59;37;1/20/93;1832
Clinton;1/25/1998;60;35;1/20/93;1831
Clinton;1/18/1998;59;30;1/20/93;1824
Clinton;01/07/1998;59;31;1/20/93;1813
Clinton;12/21/1997;55;36;1/20/93;1796
Clinton;11/23/1997;60;30;1/20/93;1768
Clinton;11/09/1997;58;31;1/20/93;1754
Clinton;10/29/1997;58;32;1/20/93;1743
Clinton;10/05/1997;55;35;1/20/93;1719
Clinton;9/28/1997;57;32;1/20/93;1712
Clinton;09/07/1997;60;27;1/20/93;1691
Clinton;8/25/1997;60;33;1/20/93;1678
Clinton;8/13/1997;60;32;1/20/93;1666
Clinton;7/27/1997;58;34;1/20/93;1649
Clinton;6/29/1997;55;35;1/20/93;1621
Clinton;06/01/1997;56;35;1/20/93;1593
Clinton;05/07/1997;57;35;1/20/93;1568
Clinton;4/20/1997;54;37;1/20/93;1551
Clinton;4/13/1997;54;36;1/20/93;1544
Clinton;3/26/1997;59;35;1/20/93;1526
Clinton;2/26/1997;56;32;1/20/93;1498
Clinton;02/02/1997;59;30;1/20/93;1474
Clinton;1/13/1997;61;30;1/20/93;1454
Clinton;01/05/1997;57;34;1/20/93;1446
Clinton;12/11/1996;57;34;1/20/93;1421
Clinton;11/24/1996;57;34;1/20/93;1404
Clinton;10/27/1996;54;36;1/20/93;1376
Clinton;10/02/1996;58;34;1/20/93;1351
Clinton;09/01/1996;60;33;1/20/93;1320
Clinton;8/25/1996;52;39;1/20/93;1313
Clinton;8/18/1996;52;39;1/20/93;1306
Clinton;08/07/1996;57;36;1/20/93;1295
Clinton;7/28/1996;57;35;1/20/93;1285
Clinton;7/21/1996;56;35;1/20/93;1278
Clinton;6/30/1996;51;41;1/20/93;1257
Clinton;6/19/1996;57;36;1/20/93;1246
Clinton;5/29/1996;53;38;1/20/93;1225
Clinton;05/12/1996;54;38;1/20/93;1208
Clinton;4/28/1996;56;36;1/20/93;1194
Clinton;04/10/1996;53;40;1/20/93;1176
Clinton;3/17/1996;52;38;1/20/93;1152
Clinton;03/10/1996;54;37;1/20/93;1145
Clinton;2/25/1996;53;40;1/20/93;1131
Clinton;1/29/1996;52;42;1/20/93;1104
Clinton;1/15/1996;46;46;1/20/93;1090
Clinton;01/07/1996;42;49;1/20/93;1082
Clinton;12/18/1995;50;43;1/20/93;1062
Clinton;11/18/1995;53;37;1/20/93;1032
Clinton;11/08/1995;52;40;1/20/93;1022
Clinton;10/22/1995;49;39;1/20/93;1005
Clinton;10/07/1995;46;42;1/20/93;990
Clinton;9/24/1995;47;43;1/20/93;977
Clinton;9/17/1995;43;43;1/20/93;970
Clinton;8/30/1995;45;43;1/20/93;952
Clinton;08/07/1995;45;42;1/20/93;929
Clinton;7/23/1995;46;43;1/20/93;914
Clinton;07/09/1995;47;43;1/20/93;900
Clinton;06/06/1995;46;42;1/20/93;867
Clinton;5/14/1995;50;42;1/20/93;844
Clinton;4/24/1995;50;39;1/20/93;824
Clinton;4/19/1995;46;45;1/20/93;819
Clinton;04/06/1995;46;44;1/20/93;806
Clinton;3/29/1995;43;47;1/20/93;798
Clinton;3/19/1995;44;45;1/20/93;788
Clinton;2/26/1995;42;47;1/20/93;767
Clinton;02/05/1995;48;44;1/20/93;746
Clinton;1/18/1995;46;45;1/20/93;728
Clinton;12/30/1994;40;51;1/20/93;709
Clinton;12/18/1994;42;52;1/20/93;697
Clinton;12/05/1994;42;50;1/20/93;684
Clinton;11/29/1994;43;48;1/20/93;678
Clinton;11/06/1994;45;46;1/20/93;655
Clinton;10/25/1994;47;46;1/20/93;643
Clinton;10/19/1994;41;52;1/20/93;637
Clinton;10/09/1994;42;51;1/20/93;627
Clinton;9/25/1994;43;51;1/20/93;613
Clinton;9/18/1994;42;50;1/20/93;606
Clinton;09/07/1994;39;53;1/20/93;595
Clinton;8/16/1994;39;51;1/20/93;573
Clinton;08/09/1994;43;48;1/20/93;566
Clinton;7/17/1994;42;48;1/20/93;543
Clinton;07/03/1994;43;48;1/20/93;529
Clinton;6/28/1994;44;47;1/20/93;524
Clinton;06/12/1994;49;43;1/20/93;508
Clinton;06/06/1994;45;47;1/20/93;502
Clinton;5/22/1994;50;42;1/20/93;487
Clinton;4/24/1994;48;44;1/20/93;459
Clinton;4/18/1994;50;40;1/20/93;453
Clinton;3/30/1994;50;42;1/20/93;434
Clinton;3/27/1994;52;40;1/20/93;431
Clinton;3/13/1994;50;41;1/20/93;417
Clinton;03/08/1994;50;41;1/20/93;412
Clinton;2/28/1994;53;40;1/20/93;404
Clinton;1/30/1994;57;34;1/20/93;375
Clinton;1/17/1994;53;38;1/20/93;362
Clinton;01/08/1994;54;38;1/20/93;353
Clinton;12/19/1993;47;42;1/20/93;333
Clinton;12/06/1993;52;38;1/20/93;320
Clinton;11/21/1993;47;43;1/20/93;305
Clinton;11/16/1993;49;42;1/20/93;300
Clinton;11/04/1993;47;44;1/20/93;288
Clinton;10/30/1993;47;44;1/20/93;283
Clinton;10/18/1993;47;44;1/20/93;271
Clinton;10/10/1993;50;41;1/20/93;263
Clinton;9/26/1993;56;34;1/20/93;249
Clinton;9/15/1993;46;42;1/20/93;238
Clinton;09/12/1993;46;41;1/20/93;235
Clinton;8/25/1993;44;46;1/20/93;217
Clinton;08/10/1993;43;47;1/20/93;202
Clinton;7/21/1993;41;48;1/20/93;182
Clinton;07/11/1993;49;43;1/20/93;172
Clinton;6/30/1993;45;47;1/20/93;161
Clinton;6/21/1993;38;50;1/20/93;152
Clinton;06/06/1993;36;49;1/20/93;137
Clinton;5/23/1993;43;45;1/20/93;123
Clinton;05/12/1993;45;44;1/20/93;112
Clinton;4/24/1993;55;37;1/20/93;94
Clinton;3/31/1993;51;36;1/20/93;70
Clinton;3/14/1993;53;34;1/20/93;53
Clinton;2/28/1993;58;28;1/20/93;39
Clinton;2/14/1993;51;33;1/20/93;25
Clinton;1/31/1993;53;30;1/20/93;11
Clinton;1/26/1993;58;20;1/20/93;6
Bush 1;01/11/1993;56;37;1/20/89;1452
Bush 1;12/20/1992;49;40;1/20/89;1430
Bush 1;12/06/1992;48;47;1/20/89;1416
Bush 1;11/22/1992;42;46;1/20/89;1402
Bush 1;11/22/1992;42;46;1/20/89;1402
Bush 1;10/23/1992;37;58;1/20/89;1372
Bush 1;10/14/1992;34;56;1/20/89;1363
Bush 1;10/13/1992;29;59;1/20/89;1362
Bush 1;10/03/1992;33;57;1/20/89;1352
Bush 1;9/20/1992;36;53;1/20/89;1339
Bush 1;9/15/1992;39;54;1/20/89;1334
Bush 1;09/11/1992;35;58;1/20/89;1330
Bush 1;09/02/1992;39;53;1/20/89;1321
Bush 1;8/23/1992;39;54;1/20/89;1311
Bush 1;8/21/1992;37;55;1/20/89;1309
Bush 1;8/14/1992;36;57;1/20/89;1302
Bush 1;08/12/1992;35;58;1/20/89;1300
Bush 1;08/07/1992;34;59;1/20/89;1295
Bush 1;08/02/1992;29;59;1/20/89;1290
Bush 1;7/26/1992;31;59;1/20/89;1283
Bush 1;7/24/1992;31;59;1/20/89;1281
Bush 1;07/01/1992;38;54;1/20/89;1258
Bush 1;6/14/1992;36;54;1/20/89;1241
Bush 1;06/08/1992;36;56;1/20/89;1235
Bush 1;5/20/1992;41;51;1/20/89;1216
Bush 1;5/14/1992;40;48;1/20/89;1210
Bush 1;05/10/1992;40;52;1/20/89;1206
Bush 1;4/22/1992;42;47;1/20/89;1188
Bush 1;04/12/1992;39;53;1/20/89;1178
Bush 1;3/29/1992;41;51;1/20/89;1164
Bush 1;3/28/1992;40;48;1/20/89;1163
Bush 1;3/22/1992;40;49;1/20/89;1157
Bush 1;03/12/1992;41;46;1/20/89;1147
Bush 1;03/01/1992;41;52;1/20/89;1136
Bush 1;2/27/1992;38;50;1/20/89;1133
Bush 1;2/21/1992;41;51;1/20/89;1127
Bush 1;2/20/1992;38;47;1/20/89;1126
Bush 1;02/09/1992;43;47;1/20/89;1115
Bush 1;02/02/1992;46;48;1/20/89;1108
Bush 1;1/28/1992;43;51;1/20/89;1103
Bush 1;1/19/1992;45;47;1/20/89;1094
Bush 1;01/06/1992;46;46;1/20/89;1081
Bush 1;11/24/1991;51;39;1/20/89;1038
Bush 1;10/27/1991;62;29;1/20/89;1010
Bush 1;10/20/1991;65;26;1/20/89;1003
Bush 1;10/13/1991;65;27;1/20/89;996
Bush 1;9/30/1991;62;27;1/20/89;983
Bush 1;9/29/1991;66;24;1/20/89;982
Bush 1;09/10/1991;65;25;1/20/89;963
Bush 1;09/03/1991;68;22;1/20/89;956
Bush 1;8/30/1991;69;21;1/20/89;952
Bush 1;8/25/1991;73;18;1/20/89;947
Bush 1;8/23/1991;67;22;1/20/89;945
Bush 1;08/11/1991;70;21;1/20/89;933
Bush 1;7/28/1991;70;20;1/20/89;919
Bush 1;7/25/1991;67;23;1/20/89;916
Bush 1;7/21/1991;69;21;1/20/89;912
Bush 1;7/14/1991;71;20;1/20/89;905
Bush 1;6/29/1991;71;21;1/20/89;890
Bush 1;6/20/1991;69;19;1/20/89;881
Bush 1;6/16/1991;72;19;1/20/89;877
Bush 1;06/02/1991;73;17;1/20/89;863
Bush 1;5/26/1991;76;15;1/20/89;856
Bush 1;5/19/1991;76;15;1/20/89;849
Bush 1;05/05/1991;74;19;1/20/89;835
Bush 1;4/28/1991;76;15;1/20/89;828
Bush 1;4/25/1991;73;13;1/20/89;825
Bush 1;4/14/1991;77;12;1/20/89;814
Bush 1;04/06/1991;82;12;1/20/89;806
Bush 1;3/30/1991;81;11;1/20/89;799
Bush 1;3/24/1991;83;10;1/20/89;793
Bush 1;3/17/1991;86;9;1/20/89;786
Bush 1;03/10/1991;87;8;1/20/89;779
Bush 1;03/07/1991;79;14;1/20/89;776
Bush 1;03/03/1991;89;7;1/20/89;772
Bush 1;2/24/1991;80;13;1/20/89;765
Bush 1;2/17/1991;80;13;1/20/89;758
Bush 1;2/15/1991;79;15;1/20/89;756
Bush 1;02/10/1991;78;17;1/20/89;751
Bush 1;02/07/1991;74;18;1/20/89;748
Bush 1;1/26/1991;82;12;1/20/89;736
Bush 1;1/25/1991;86;9;1/20/89;735
Bush 1;1/22/1991;79;14;1/20/89;732
Bush 1;1/20/1991;82;11;1/20/89;730
Bush 1;1/18/1991;82;12;1/20/89;728
Bush 1;1/13/1991;64;24;1/20/89;723
Bush 1;01/11/1991;64;26;1/20/89;721
Bush 1;01/06/1991;58;30;1/20/89;716
Bush 1;12/23/1990;62;27;1/20/89;702
Bush 1;12/16/1990;62;30;1/20/89;695
Bush 1;12/09/1990;57;33;1/20/89;688
Bush 1;12/07/1990;62;27;1/20/89;686
Bush 1;12/02/1990;60;29;1/20/89;681
Bush 1;11/25/1990;51;36;1/20/89;674
Bush 1;11/18/1990;54;32;1/20/89;667
Bush 1;11/16/1990;58;32;1/20/89;665
Bush 1;11/11/1990;57;33;1/20/89;660
Bush 1;10/28/1990;54;35;1/20/89;646
Bush 1;10/21/1990;52;36;1/20/89;639
Bush 1;10/19/1990;56;32;1/20/89;637
Bush 1;10/14/1990;56;33;1/20/89;632
Bush 1;10/09/1990;66;22;1/20/89;627
Bush 1;10/04/1990;65;25;1/20/89;622
Bush 1;9/30/1990;67;19;1/20/89;618
Bush 1;9/16/1990;73;16;1/20/89;604
Bush 1;09/12/1990;54;34;1/20/89;600
Bush 1;09/11/1990;76;15;1/20/89;599
Bush 1;09/02/1990;74;17;1/20/89;590
Bush 1;8/26/1990;68;20;1/20/89;583
Bush 1;8/26/1990;75;16;1/20/89;583
Bush 1;8/24/1990;73;16;1/20/89;581
Bush 1;8/19/1990;74;16;1/20/89;576
Bush 1;08/12/1990;74;15;1/20/89;569
Bush 1;08/12/1990;61;26;1/20/89;569
Bush 1;08/10/1990;75;15;1/20/89;567
Bush 1;7/22/1990;60;25;1/20/89;548
Bush 1;7/15/1990;59;24;1/20/89;541
Bush 1;7/13/1990;64;26;1/20/89;539
Bush 1;07/08/1990;63;24;1/20/89;534
Bush 1;6/17/1990;69;16;1/20/89;513
Bush 1;5/22/1990;65;20;1/20/89;487
Bush 1;5/22/1990;67;19;1/20/89;487
Bush 1;4/18/1990;71;15;1/20/89;453
Bush 1;04/08/1990;67;16;1/20/89;443
Bush 1;3/29/1990;73;18;1/20/89;433
Bush 1;03/11/1990;68;18;1/20/89;415
Bush 1;03/11/1990;72;15;1/20/89;415
Bush 1;2/18/1990;73;15;1/20/89;394
Bush 1;02/11/1990;73;16;1/20/89;387
Bush 1;01/08/1990;66;15;1/20/89;353
Bush 1;01/07/1990;79;10;1/20/89;352
Bush 1;12/10/1989;71;20;1/20/89;324
Bush 1;11/25/1989;63;22;1/20/89;309
Bush 1;11/12/1989;69;17;1/20/89;296
Bush 1;10/23/1989;59;22;1/20/89;276
Bush 1;10/08/1989;67;20;1/20/89;261
Bush 1;10/06/1989;66;17;1/20/89;259
Bush 1;10/01/1989;66;18;1/20/89;254
Bush 1;09/10/1989;69;16;1/20/89;233
Bush 1;8/27/1989;64;18;1/20/89;219
Bush 1;8/20/1989;60;20;1/20/89;212
Bush 1;8/13/1989;69;18;1/20/89;205
Bush 1;07/09/1989;66;18;1/20/89;170
Bush 1;6/22/1989;63;16;1/20/89;153
Bush 1;06/11/1989;69;14;1/20/89;142
Bush 1;06/02/1989;62;18;1/20/89;133
Bush 1;5/18/1989;62;17;1/20/89;118
Bush 1;05/12/1989;61;22;1/20/89;112
Bush 1;05/08/1989;58;18;1/20/89;108
Bush 1;05/07/1989;56;22;1/20/89;107
Bush 1;05/05/1989;55;23;1/20/89;105
Bush 1;4/16/1989;57;15;1/20/89;86
Bush 1;04/10/1989;54;18;1/20/89;80
Bush 1;3/13/1989;56;16;1/20/89;52
Bush 1;03/10/1989;62;15;1/20/89;49
Bush 1;03/02/1989;62;13;1/20/89;41
Bush 1;2/27/1989;60;11;1/20/89;38
Bush 1;1/26/1989;51;6;1/20/89;6
Reagan;12/29/1988;63;29;1/20/81;2900
Reagan;11/14/1988;56;35;1/20/81;2855
Reagan;09/11/1988;53;37;1/20/81;2791
Reagan;07/07/1988;50;35;1/20/81;2725
Reagan;5/15/1988;49;37;1/20/81;2672
Reagan;03/12/1988;51;36;1/20/81;2608
Reagan;03/10/1988;51;41;1/20/81;2606
Reagan;02/04/1988;52;36;1/20/81;2571
Reagan;12/15/1987;51;35;1/20/81;2520
Reagan;12/11/1987;61;32;1/20/81;2516
Reagan;11/06/1987;52;38;1/20/81;2481
Reagan;10/26/1987;50;40;1/20/81;2470
Reagan;10/26/1987;50;40;1/20/81;2470
Reagan;10/23/1987;48;38;1/20/81;2467
Reagan;10/09/1987;47;41;1/20/81;2453
Reagan;10/04/1987;51;38;1/20/81;2448
Reagan;09/03/1987;51;36;1/20/81;2417
Reagan;09/02/1987;48;42;1/20/81;2416
Reagan;7/13/1987;48;43;1/20/81;2365
Reagan;07/10/1987;50;39;1/20/81;2362
Reagan;06/01/1987;45;40;1/20/81;2323
Reagan;5/18/1987;49;42;1/20/81;2309
Reagan;4/30/1987;47;44;1/20/81;2291
Reagan;4/13/1987;48;43;1/20/81;2274
Reagan;3/18/1987;46;43;1/20/81;2248
Reagan;03/06/1987;46;45;1/20/81;2236
Reagan;2/27/1987;40;52;1/20/81;2229
Reagan;1/29/1987;49;40;1/20/81;2200
Reagan;1/19/1987;48;42;1/20/81;2190
Reagan;01/08/1987;52;36;1/20/81;2179
Reagan;12/05/1986;47;43;1/20/81;2145
Reagan;12/05/1986;47;43;1/20/81;2145
Reagan;10/02/1986;64;28;1/20/81;2081
Reagan;9/17/1986;62;26;1/20/81;2066
Reagan;8/21/1986;63;28;1/20/81;2039
Reagan;7/31/1986;59;28;1/20/81;2018
Reagan;7/14/1986;63;27;1/20/81;2001
Reagan;07/02/1986;67;22;1/20/81;1989
Reagan;6/16/1986;67;23;1/20/81;1973
Reagan;05/01/1986;67;21;1/20/81;1927
Reagan;4/20/1986;61;28;1/20/81;1916
Reagan;4/18/1986;67;20;1/20/81;1914
Reagan;4/14/1986;61;28;1/20/81;1910
Reagan;3/27/1986;63;24;1/20/81;1892
Reagan;03/10/1986;63;25;1/20/81;1875
Reagan;1/30/1986;71;19;1/20/81;1836
Reagan;1/13/1986;63;27;1/20/81;1819
Reagan;11/19/1985;66;26;1/20/81;1764
Reagan;11/18/1985;65;23;1/20/81;1763
Reagan;11/14/1985;69;23;1/20/81;1759
Reagan;10/14/1985;62;29;1/20/81;1728
Reagan;8/28/1985;61;29;1/20/81;1681
Reagan;8/14/1985;65;25;1/20/81;1667
Reagan;08/02/1985;62;24;1/20/81;1655
Reagan;7/18/1985;67;20;1/20/81;1640
Reagan;7/15/1985;62;28;1/20/81;1637
Reagan;6/21/1985;65;25;1/20/81;1613
Reagan;06/10/1985;57;32;1/20/81;1602
Reagan;5/20/1985;55;36;1/20/81;1581
Reagan;4/26/1985;54;32;1/20/81;1557
Reagan;4/15/1985;52;37;1/20/81;1546
Reagan;03/11/1985;55;37;1/20/81;1511
Reagan;03/01/1985;57;30;1/20/81;1501
Reagan;2/18/1985;59;31;1/20/81;1490
Reagan;1/28/1985;63;28;1/20/81;1469
Reagan;1/14/1985;61;29;1/20/81;1455
Reagan;01/04/1985;59;29;1/20/81;1445
Reagan;12/10/1984;59;31;1/20/81;1420
Reagan;12/03/1984;61;30;1/20/81;1413
Reagan;11/12/1984;61;30;1/20/81;1392
Reagan;10/29/1984;58;32;1/20/81;1378
Reagan;10/01/1984;53;35;1/20/81;1350
Reagan;9/24/1984;56;36;1/20/81;1343
Reagan;09/09/1984;56;35;1/20/81;1328
Reagan;08/12/1984;53;38;1/20/81;1300
Reagan;7/30/1984;51;36;1/20/81;1287
Reagan;7/16/1984;55;34;1/20/81;1273
Reagan;7/13/1984;51;38;1/20/81;1270
Reagan;07/09/1984;53;35;1/20/81;1266
Reagan;07/02/1984;53;36;1/20/81;1259
Reagan;6/22/1984;54;36;1/20/81;1249
Reagan;06/03/1984;52;36;1/20/81;1230
Reagan;5/21/1984;53;38;1/20/81;1217
Reagan;05/10/1984;49;38;1/20/81;1206
Reagan;4/26/1984;48;38;1/20/81;1192
Reagan;04/09/1984;54;36;1/20/81;1175
Reagan;3/19/1984;53;38;1/20/81;1154
Reagan;03/02/1984;52;35;1/20/81;1137
Reagan;2/13/1984;55;35;1/20/81;1119
Reagan;02/06/1984;52;37;1/20/81;1112
Reagan;1/30/1984;55;36;1/20/81;1105
Reagan;1/16/1984;52;37;1/20/81;1091
Reagan;12/12/1983;53;37;1/20/81;1056
Reagan;11/21/1983;52;37;1/20/81;1035
Reagan;10/14/1983;45;43;1/20/81;997
Reagan;9/13/1983;47;42;1/20/81;966
Reagan;09/12/1983;47;41;1/20/81;965
Reagan;8/22/1983;42;46;1/20/81;944
Reagan;8/15/1983;43;44;1/20/81;937
Reagan;08/08/1983;43;46;1/20/81;930
Reagan;08/02/1983;44;42;1/20/81;924
Reagan;7/25/1983;42;46;1/20/81;916
Reagan;6/27/1983;46;43;1/20/81;888
Reagan;6/13/1983;43;45;1/20/81;874
Reagan;5/23/1983;45;42;1/20/81;853
Reagan;5/16/1983;43;45;1/20/81;846
Reagan;05/02/1983;42;46;1/20/81;832
Reagan;4/18/1983;40;49;1/20/81;818
Reagan;3/14/1983;40;49;1/20/81;783
Reagan;1/31/1983;35;56;1/20/81;741
Reagan;1/24/1983;37;52;1/20/81;734
Reagan;01/11/1983;36;54;1/20/81;721
Reagan;12/13/1982;41;50;1/20/81;692
Reagan;11/22/1982;43;46;1/20/81;671
Reagan;11/08/1982;42;47;1/20/81;657
Reagan;10/18/1982;41;47;1/20/81;636
Reagan;9/20/1982;42;47;1/20/81;608
Reagan;8/24/1982;41;45;1/20/81;581
Reagan;8/16/1982;40;48;1/20/81;573
Reagan;08/02/1982;40;46;1/20/81;559
Reagan;7/26/1982;42;46;1/20/81;552
Reagan;6/28/1982;44;45;1/20/81;524
Reagan;6/14/1982;44;45;1/20/81;510
Reagan;5/17/1982;44;44;1/20/81;482
Reagan;05/03/1982;44;45;1/20/81;468
Reagan;4/26/1982;43;47;1/20/81;461
Reagan;04/05/1982;45;46;1/20/81;440
Reagan;3/15/1982;46;44;1/20/81;419
Reagan;02/08/1982;46;43;1/20/81;384
Reagan;1/25/1982;47;41;1/20/81;370
Reagan;01/05/1982;49;39;1/20/81;350
Reagan;12/14/1981;48;41;1/20/81;328
Reagan;11/23/1981;54;36;1/20/81;307
Reagan;11/16/1981;48;40;1/20/81;300
Reagan;11/03/1981;54;34;1/20/81;287
Reagan;9/21/1981;51;37;1/20/81;244
Reagan;8/17/1981;59;29;1/20/81;209
Reagan;08/03/1981;59;28;1/20/81;195
Reagan;7/27/1981;55;30;1/20/81;188
Reagan;7/20/1981;59;29;1/20/81;181
Reagan;6/29/1981;57;30;1/20/81;160
Reagan;6/16/1981;58;28;1/20/81;147
Reagan;06/08/1981;58;28;1/20/81;139
Reagan;05/11/1981;68;21;1/20/81;111
Reagan;4/13/1981;66;19;1/20/81;83
Reagan;3/31/1981;66;18;1/20/81;70
Reagan;2/16/1981;55;17;1/20/81;27
Reagan;02/02/1981;51;13;1/20/81;13
Carter;12/08/1980;34;55;1/20/77;1418
Carter;11/18/1980;31;56;1/20/77;1398
Carter;09/09/1980;37;54;1/20/77;1328
Carter;08/12/1980;32;54;1/20/77;1300
Carter;07/08/1980;32;54;1/20/77;1265
Carter;6/24/1980;30;58;1/20/77;1251
Carter;06/10/1980;32;55;1/20/77;1237
Carter;5/27/1980;38;51;1/20/77;1223
Carter;5/13/1980;38;50;1/20/77;1209
Carter;4/29/1980;42;47;1/20/77;1195
Carter;04/08/1980;38;50;1/20/77;1174
Carter;3/24/1980;39;50;1/20/77;1159
Carter;03/04/1980;42;44;1/20/77;1139
Carter;2/26/1980;51;38;1/20/77;1132
Carter;1/29/1980;55;35;1/20/77;1104
Carter;1/22/1980;57;32;1/20/77;1097
Carter;01/02/1980;56;33;1/20/77;1077
Carter;12/04/1979;54;35;1/20/77;1048
Carter;11/27/1979;51;36;1/20/77;1041
Carter;11/13/1979;37;49;1/20/77;1027
Carter;10/30/1979;31;55;1/20/77;1013
Carter;10/15/1979;31;54;1/20/77;998
Carter;10/02/1979;28;58;1/20/77;985
Carter;9/25/1979;32;53;1/20/77;978
Carter;09/04/1979;29;55;1/20/77;957
Carter;8/14/1979;32;53;1/20/77;936
Carter;08/07/1979;33;54;1/20/77;929
Carter;7/31/1979;32;53;1/20/77;922
Carter;7/30/1979;32;53;1/20/77;921
Carter;07/10/1979;29;57;1/20/77;901
Carter;6/26/1979;28;59;1/20/77;887
Carter;6/19/1979;29;56;1/20/77;880
Carter;5/29/1979;29;55;1/20/77;859
Carter;5/15/1979;32;52;1/20/77;845
Carter;05/01/1979;37;48;1/20/77;831
Carter;04/03/1979;40;45;1/20/77;803
Carter;3/20/1979;42;43;1/20/77;789
Carter;3/13/1979;46;39;1/20/77;782
Carter;2/27/1979;39;47;1/20/77;768
Carter;2/20/1979;37;46;1/20/77;761
Carter;1/30/1979;42;42;1/20/77;740
Carter;1/16/1979;43;41;1/20/77;726
Carter;01/02/1979;50;35;1/20/77;712
Carter;12/05/1978;51;33;1/20/77;684
Carter;11/28/1978;50;33;1/20/77;677
Carter;10/24/1978;49;36;1/20/77;642
Carter;9/19/1978;47;34;1/20/77;607
Carter;09/11/1978;44;40;1/20/77;599
Carter;09/05/1978;42;41;1/20/77;593
Carter;8/15/1978;42;40;1/20/77;572
Carter;08/08/1978;40;43;1/20/77;565
Carter;08/01/1978;39;43;1/20/77;558
Carter;7/18/1978;38;44;1/20/77;544
Carter;07/05/1978;40;41;1/20/77;531
Carter;6/13/1978;42;42;1/20/77;509
Carter;5/30/1978;43;40;1/20/77;495
Carter;5/16/1978;42;43;1/20/77;481
Carter;05/03/1978;41;42;1/20/77;468
Carter;4/25/1978;41;41;1/20/77;460
Carter;04/11/1978;40;43;1/20/77;446
Carter;3/28/1978;47;38;1/20/77;432
Carter;03/07/1978;49;34;1/20/77;411
Carter;03/01/1978;48;33;1/20/77;405
Carter;2/21/1978;50;33;1/20/77;397
Carter;02/11/1978;46;34;1/20/77;387
Carter;1/17/1978;51;28;1/20/77;362
Carter;01/03/1978;54;26;1/20/77;348
Carter;12/06/1977;56;27;1/20/77;320
Carter;11/15/1977;55;29;1/20/77;299
Carter;11/01/1977;54;30;1/20/77;285
Carter;10/25/1977;51;30;1/20/77;278
Carter;10/18/1977;54;29;1/20/77;271
Carter;10/11/1977;54;29;1/20/77;264
Carter;9/27/1977;59;23;1/20/77;250
Carter;09/06/1977;53;29;1/20/77;229
Carter;8/16/1977;66;15;1/20/77;208
Carter;08/02/1977;59;22;1/20/77;194
Carter;7/19/1977;66;17;1/20/77;180
Carter;07/05/1977;62;22;1/20/77;166
Carter;6/14/1977;63;17;1/20/77;145
Carter;5/31/1977;62;19;1/20/77;131
Carter;5/17/1977;63;18;1/20/77;117
Carter;05/09/1977;65;18;1/20/77;109
Carter;05/02/1977;63;18;1/20/77;102
Carter;04/12/1977;63;17;1/20/77;82
Carter;3/29/1977;67;14;1/20/77;68
Carter;3/22/1977;71;10;1/20/77;61
Carter;3/15/1977;74;8;1/20/77;54
Carter;03/01/1977;70;9;1/20/77;40
Carter;2/15/1977;71;8;1/20/77;26
Carter;02/07/1977;66;8;1/20/77;18
Ford;1/20/1977;44;44;08/09/1974;895
Ford;06/08/1976;45;39;08/09/1974;669
Ford;5/17/1976;47;37;08/09/1974;647
Ford;04/12/1976;48;41;08/09/1974;612
Ford;3/16/1976;50;35;08/09/1974;585
Ford;03/01/1976;50;39;08/09/1974;570
Ford;1/27/1976;46;39;08/09/1974;536
Ford;12/30/1975;45;41;08/09/1974;508
Ford;12/15/1975;39;45;08/09/1974;493
Ford;12/02/1975;45;37;08/09/1974;480
Ford;11/18/1975;41;46;08/09/1974;466
Ford;10/28/1975;44;43;08/09/1974;445
Ford;10/14/1975;46;40;08/09/1974;431
Ford;10/06/1975;47;36;08/09/1974;423
Ford;09/09/1975;44;38;08/09/1974;396
Ford;08/12/1975;46;38;08/09/1974;368
Ford;7/29/1975;45;36;08/09/1974;354
Ford;6/24/1975;51;33;08/09/1974;319
Ford;5/27/1975;50;32;08/09/1974;291
Ford;05/05/1975;39;43;08/09/1974;269
Ford;4/15/1975;39;46;08/09/1974;249
Ford;04/01/1975;43;36;08/09/1974;235
Ford;3/25/1975;36;43;08/09/1974;228
Ford;03/04/1975;38;44;08/09/1974;207
Ford;2/25/1975;38;45;08/09/1974;200
Ford;1/28/1975;38;43;08/09/1974;172
Ford;01/07/1975;37;38;08/09/1974;151
Ford;12/03/1974;42;41;08/09/1974;116
Ford;11/12/1974;48;31;08/09/1974;95
Ford;11/05/1974;47;33;08/09/1974;88
Ford;10/15/1974;53;28;08/09/1974;67
Ford;10/08/1974;52;28;08/09/1974;60
Ford;9/24/1974;49;28;08/09/1974;46
Ford;09/03/1974;66;12;08/09/1974;25
Ford;8/13/1974;70;3;08/09/1974;4
Nixon;08/05/1974;24;66;1/20/69;2023
Nixon;07/09/1974;23;62;1/20/69;1996
Nixon;6/25/1974;27;58;1/20/69;1982
Nixon;6/18/1974;25;61;1/20/69;1975
Nixon;5/28/1974;27;60;1/20/69;1954
Nixon;5/20/1974;26;61;1/20/69;1946
Nixon;05/07/1974;24;61;1/20/69;1933
Nixon;4/30/1974;25;57;1/20/69;1926
Nixon;4/30/1974;26;59;1/20/69;1926
Nixon;04/09/1974;25;61;1/20/69;1905
Nixon;3/26/1974;25;65;1/20/69;1891
